county_name,year,hh1_ELI30,hh1_VLI50,hh1_LI80,hh1_MED100,hh1_MOD120,hh2_ELI30,hh2_VLI50,hh2_LI80,hh2_MED100,hh2_MOD120,hh3_ELI30,hh3_VLI50,hh3_LI80,hh3_MED100,hh3_MOD120,hh4_ELI30,hh4_VLI50,hh4_LI80,hh4_MED100,hh4_MOD120,hh5_ELI30,hh5_VLI50,hh5_LI80,hh5_MED100,hh5_MOD120,hh6_ELI30,hh6_VLI50,hh6_LI80,hh6_MED100,hh6_MOD120,hh7_ELI30,hh7_VLI50,hh7_LI80,hh7_MED100,hh7_MOD120,hh8_ELI30,hh8_VLI50,hh8_LI80,hh8_MED100,hh8_MOD120,hh9_ELI30,hh9_VLI50,hh9_LI80,hh9_MED100,hh9_MOD120,hh10_ELI30,hh10_VLI50,hh10_LI80,hh10_MED100,hh10_MOD120,hh11_ELI30,hh11_VLI50,hh11_LI80,hh11_MED100,hh11_MOD120,hh12_ELI30,hh12_VLI50,hh12_LI80,hh12_MED100,hh12_MOD120,hh13_ELI30,hh13_VLI50,hh13_LI80,hh13_MED100,hh13_MOD120,hh14_ELI30,hh14_VLI50,hh14_LI80,hh14_MED100,hh14_MOD120,hh15_ELI30,hh15_VLI50,hh15_LI80,hh15_MED100,hh15_MOD120,hh16_ELI30,hh16_VLI50,hh16_LI80,hh16_MED100,hh16_MOD120,hh17_ELI30,hh17_VLI50,hh17_LI80,hh17_MED100,hh17_MOD120,hh18_ELI30,hh18_VLI50,hh18_LI80,hh18_MED100,hh18_MOD120,hh19_ELI30,hh19_VLI50,hh19_LI80,hh19_MED100,hh19_MOD120,hh20_ELI30,hh20_VLI50,hh20_LI80,hh20_MED100,hh20_MOD120
Alameda County,2020,27450,45700,73100,83450,100150,31350,52200,83550,95350,114450,35250,58750,94000,107300,128750,39150,65250,104400,119200,143050,42300,70500,112800,128750,154500,45450,75700,121150,138250,165950,48550,80950,129500,147800,177400,51700,86150,137850,157350,188850,54850,91350,146200,166900,200300,57950,96600,154550,176400,211750,61100,101800,162900,185950,223200,64250,107050,171250,195500,234650,67350,112250,179600,205050,246050,70500,117450,187950,214550,257500,73600,122700,196300,224100,268950,76750,127900,204650,233650,280400,79900,133150,213000,243150,291850,83000,138350,221350,252700,303300,86150,143550,229700,262250,314750,89300,148800,238050,271800,326200
Alpine County,2010,14150,23600,37700,47100,56550,16200,26950,43100,53850,64600,18200,30300,48500,60550,72700,20200,33650,53850,67300,80750,21850,36350,58200,72700,87200,23450,39050,62500,78050,93650,25050,41750,66800,83450,100150,26700,44450,71100,88850,106600,28300,47150,75400,94250,113050,29950,49850,79700,99600,119500,31550,52550,84000,105000,126000,33150,55200,88350,110400,132450,34800,57900,92650,115750,138900,36400,60600,96950,121150,145350,38000,63300,101250,126550,151800,39650,66000,105550,131900,158300,41250,68700,109850,137300,164750,42850,71350,114200,142700,171200,44500,74050,118500,148050,177650,46100,76750,122800,153450,184100
Alpine County,2011,14850,24750,39550,58500,70200,17000,28250,45200,66900,80250,19100,31800,50850,75250,90250,21200,35300,56500,83600,100300,22900,38150,61050,90300,108300,24600,40950,65550,97000,116350,26300,43800,70100,103650,124350,28000,46600,74600,110350,132400,29700,49400,79100,117050,140400,31400,52250,83650,123750,148450,33100,55050,88150,130400,156450,34800,57900,92700,137100,164500,36500,60700,97200,143800,172500,38200,63550,101700,150500,180550,39850,66350,106250,157150,188550,41550,69200,110750,163850,196600,43250,72000,115300,170550,204600,44950,74850,119800,177250,212650,46650,77650,124300,183900,220650,48350,80500,128850,190600,228700
Alpine County,2012,15600,25950,41550,59350,71250,17800,29650,47450,67850,81400,20050,33350,53400,76300,91600,22250,37050,59300,84800,101750,24050,40050,64050,91600,109900,25850,43000,68800,98350,118050,27600,45950,73550,105150,126150,29400,48950,78300,111950,134300,31200,51900,83050,118750,142450,32950,54900,87800,125500,150600,34750,57850,92550,132300,158700,36500,60800,97300,139100,166850,38300,63750,102000,145850,175000,40100,66750,106750,152650,183150,41850,69700,111500,159450,191300,43650,72650,116250,166200,199400,45400,75650,121000,173000,207550,47200,78600,125750,179800,215700,49000,81550,130500,186550,223850,50750,84500,135250,193350,232000
Alpine County,2013,16350,27250,43600,59700,71650,18700,31150,49800,68250,81900,21050,35050,56050,76750,92100,23350,38900,62250,85300,102350,25250,42050,67250,92100,110550,27100,45150,72250,98950,118750,29000,48250,77200,105750,126900,30850,51350,82200,112600,135100,32700,54450,87200,119400,143300,34600,57550,92150,126250,151500,36450,60700,97150,133050,159650,38300,63800,102100,139900,167850,40200,66900,107100,146700,176050,42050,70000,112100,153550,184250,43950,73150,117050,160350,192400,45800,76250,122050,167200,200600,47650,79350,127000,174000,208800,49550,82450,132000,180850,217000,51400,85600,137000,187650,225150,53250,88700,141950,194500,233350
Alpine County,2014,17150,28600,44750,59500,71400,19600,32650,51150,68000,81600,22050,36750,57550,76500,91800,24500,40800,63900,85000,102000,26500,44100,69050,91800,110150,28450,47350,74150,98600,118300,30400,50600,79250,105400,126500,32350,53900,84350,112200,134650,34300,57150,89450,119000,142800,36250,60450,94550,125800,150950,38250,63700,99700,132600,159150,40200,66950,104800,139400,167300,42150,70200,109900,146200,175450,44100,73500,115000,153000,183600,46050,76750,120150,159800,191750,48050,80000,125250,166600,199950,50000,83300,130350,173400,208100,51950,86550,135450,180200,216250,53900,89800,140600,187000,224400,55850,93050,145700,193800,232550
Alpine County,2015,18150,30250,46100,66450,79750,20750,34600,52650,75900,91100,23350,38900,59250,85400,102500,25900,43200,65800,94900,113900,28410,46700,71100,102500,123000,32570,50150,76350,110100,132100,36730,53600,81600,117700,141250,40890,57050,86900,125250,150350,42950,60500,92150,132850,159450,45050,63950,97450,140450,168550,47100,67400,102700,148050,177700,49200,70850,107950,155600,186800,51250,74350,113200,163200,195900,53300,77800,118500,170800,205000,55400,81250,123750,178400,214150,57450,84700,129000,186000,223250,59550,88150,134300,193600,232350,61600,91600,139550,201150,241450,63700,95050,144800,208750,250600,65750,98500,150050,216350,259700
Alpine County,2016,18150,30250,46100,66450,79750,20750,34600,52650,75900,91100,23350,38900,59250,85400,102500,25900,43200,65800,94900,113900,28440,46700,71100,102500,123000,32580,50150,76350,110100,132100,36730,53600,81600,117700,141250,40890,57050,86900,125250,150350,42950,60500,92150,132850,159450,45050,63950,97450,140450,168550,47100,67400,102700,148050,177700,49200,70850,107950,155600,186800,51250,74350,113200,163200,195900,53300,77800,118500,170800,205000,55400,81250,123750,178400,214150,57450,84700,129000,186000,223250,59550,88150,134300,193600,232350,61600,91600,139550,201150,241450,63700,95050,144800,208750,250600,65750,98500,150050,216350,259700
Alpine County,2017,18150,30250,46100,66450,79750,20750,34600,52650,75900,91100,23350,38900,59250,85400,102500,25900,43200,65800,94900,113900,28780,46700,71100,102500,123000,32960,50150,76350,110100,132100,37140,53600,81600,117700,141250,41320,57050,86900,125250,150350,43400,60500,92150,132850,159450,45450,63950,97450,140450,168550,47550,67400,102700,148050,177700,49600,70850,107950,155600,186800,51700,74350,113200,163200,195900,53750,77800,118500,170800,205000,55800,81250,123750,178400,214150,57900,84700,129000,186000,223250,59950,88150,134300,193600,232350,62050,91600,139550,201150,241450,64100,95050,144800,208750,250600,66200,98500,150050,216350,259700
Alpine County,2018,18150,30250,46100,66450,79750,20750,34600,52650,75900,91100,23350,38900,59250,85400,102500,25900,43200,65800,94900,113900,29420,46700,71100,102500,123000,33740,50150,76350,110100,132100,38060,53600,81600,117700,141250,42380,57050,86900,125250,150350,44450,60500,92150,132850,159450,46500,63950,97450,140450,168550,48600,67400,102700,148050,177700,50650,70850,107950,155600,186800,52750,74350,113200,163200,195900,54800,77800,118500,170800,205000,56900,81250,123750,178400,214150,58950,84700,129000,186000,223250,61050,88150,134300,193600,232350,63100,91600,139550,201150,241450,65150,95050,144800,208750,250600,67250,98500,150050,216350,259700
Alpine County,2019,18150,30250,46100,66450,79750,20750,34600,52650,75900,91100,23350,38900,59250,85400,102500,25900,43200,65800,94900,113900,30170,46700,71100,102500,123000,34590,50150,76350,110100,132100,39010,53600,81600,117700,141250,43430,57050,86900,125250,150350,45500,60500,92150,132850,159450,47550,63950,97450,140450,168550,49650,67400,102700,148050,177700,51700,70850,107950,155600,186800,53800,74350,113200,163200,195900,55850,77800,118500,170800,205000,57950,81250,123750,178400,214150,60000,84700,129000,186000,223250,62100,88150,134300,193600,232350,64150,91600,139550,201150,241450,66200,95050,144800,208750,250600,68300,98500,150050,216350,259700
Alpine County,2020,18150,30250,46600,66450,79750,20750,34600,53250,75900,91100,23350,38900,59900,85400,102500,26200,43200,66550,94900,113900,30680,46700,71900,102500,123000,35160,50150,77200,110100,132100,39640,53600,82550,117700,141250,44120,57050,87850,125250,150350,46200,60500,93150,132850,159450,48300,63950,98500,140450,168550,50400,67400,103800,148050,177700,52500,70850,109150,155600,186800,54600,74350,114450,163200,195900,56700,77800,119800,170800,205000,58800,81250,125100,178400,214150,60900,84700,130450,186000,223250,63000,88150,135750,193600,232350,65100,91600,141100,201150,241450,67200,95050,146400,208750,250600,69250,98500,151750,216350,259700
Amador County,2010,14250,23800,38050,47550,57050,16300,27200,43450,54300,65200,18350,30600,48900,61100,73350,20350,33950,54300,67900,81500,22000,36700,58650,73350,88000,23650,39400,63000,78750,94550,25250,42100,67350,84200,101050,26900,44850,71700,89650,107600,28550,47550,76050,95100,114100,30150,50300,80400,100500,120650,31800,53000,84750,105950,127150,33400,55700,89100,111400,133700,35050,58450,93400,116800,140200,36650,61150,97750,122250,146700,38300,63850,102100,127650,153250,39900,66600,106450,133100,159750,41550,69300,110800,138550,166300,43200,72000,115150,143950,172800,44800,74750,119500,149400,179300,46450,77450,123850,154850,185850
Amador County,2011,14050,23400,37450,46750,56100,16050,26750,42800,53450,64100,18050,30100,48150,60100,72150,20050,33400,53450,66800,80150,21700,36100,57750,72150,86550,23300,38750,62050,77500,92950,24900,41450,66300,82850,99400,26500,44100,70600,88200,105800,28100,46750,74900,93550,112200,29700,49450,79150,98900,118600,31300,52100,83450,104250,125050,32900,54800,87700,109600,131450,34500,57450,92000,114900,137850,36100,60150,96250,120250,144250,37750,62800,100550,125600,150700,39350,65500,104800,130950,157100,40950,68150,109100,136300,163500,42550,70800,113350,141650,169900,44150,73500,117650,147000,176350,45750,76150,121900,152350,182750
Amador County,2012,14250,23700,37950,47400,56900,16250,27100,43350,54150,65000,18300,30500,48750,60950,73150,20300,33850,54150,67700,81250,21950,36600,58500,73100,87750,23550,39300,62850,78550,94250,25200,42000,67150,83950,100750,26800,44700,71500,89350,107250,28400,47400,75850,94750,113750,30050,50100,80150,100200,120250,31650,52800,84500,105600,126750,33300,55550,88850,111000,133250,34900,58250,93150,116450,139750,36550,60950,97500,121850,146250,38150,63650,101800,127250,152750,39800,66350,106150,132700,159250,41400,69050,110500,138100,165750,43050,71800,114800,143500,172250,44650,74500,119150,148950,178750,46300,77200,123500,154350,185250
Amador County,2013,14550,24250,38750,48450,58150,16600,27700,44300,55350,66450,18700,31150,49850,62300,74750,20750,34600,55350,69200,83050,22450,37400,59800,74750,89700,24100,40150,64250,80250,96350,25750,42950,68650,85800,103000,27400,45700,73100,91350,109650,29050,48450,77550,96900,116300,30700,51250,81950,102400,122950,32400,54000,86400,107950,129600,34050,56750,90800,113500,136250,35700,59550,95250,119050,142850,37350,62300,99650,124550,149500,39000,65100,104100,130100,156150,40700,67850,108500,135650,162800,42350,70600,112950,141150,169450,44000,73400,117400,146700,176100,45650,76150,121800,152250,182750,47300,78900,126250,157800,189400
Amador County,2014,15200,25350,40500,50600,60700,17400,28950,46300,57850,69400,19550,32550,52100,65050,78100,21700,36150,57850,72300,86750,23450,39050,62500,78100,93700,25200,41950,67150,83850,100650,26950,44850,71750,89650,107550,28650,47750,76400,95450,114500,30400,50650,81050,101250,121450,32100,53550,85650,107000,128400,33850,56450,90300,112800,135300,35600,59300,94900,118600,142250,37350,62200,99550,124350,149200,39050,65100,104150,130150,156150,40800,68000,108800,135950,163100,42550,70900,113400,141700,170000,44250,73800,118050,147500,176950,46000,76650,122700,153300,183900,47750,79550,127300,159050,190850,49500,82450,131950,164850,197800
Amador County,2015,15200,25350,40500,50600,60700,17400,28950,46300,57850,69400,20090,32550,52100,65050,78100,24250,36150,57850,72300,86750,28410,39050,62500,78100,93700,32570,41950,67150,83850,100650,36730,44850,71750,89650,107550,40890,47750,76400,95450,114500,42850,50650,81050,101250,121450,44750,53550,85650,107000,128400,46700,56450,90300,112800,135300,48650,59300,94900,118600,142250,50600,62200,99550,124350,149200,52550,65100,104150,130150,156150,54450,68000,108800,135950,163100,56400,70900,113400,141700,170000,58350,73800,118050,147500,176950,60300,76650,122700,153300,183900,62250,79550,127300,159050,190850,64150,82450,131950,164850,197800
Amador County,2016,15200,25350,40500,50600,60700,17400,28950,46300,57850,69400,20160,32550,52100,65050,78100,24300,36150,57850,72300,86750,28440,39050,62500,78100,93700,32580,41950,67150,83850,100650,36730,44850,71750,89650,107550,40890,47750,76400,95450,114500,42850,50650,81050,101250,121450,44800,53550,85650,107000,128400,46700,56450,90300,112800,135300,48650,59300,94900,118600,142250,50600,62200,99550,124350,149200,52550,65100,104150,130150,156150,54500,68000,108800,135950,163100,56450,70900,113400,141700,170000,58400,73800,118050,147500,176950,60350,76650,122700,153300,183900,62250,79550,127300,159050,190850,64200,82450,131950,164850,197800
Amador County,2017,15200,25350,40500,50600,60700,17400,28950,46300,57850,69400,20420,32550,52100,65050,78100,24600,36150,57850,72300,86750,28780,39050,62500,78100,93700,32960,41950,67150,83850,100650,37140,44850,71750,89650,107550,41320,47750,76400,95450,114500,43300,50650,81050,101250,121450,45250,53550,85650,107000,128400,47200,56450,90300,112800,135300,49200,59300,94900,118600,142250,51150,62200,99550,124350,149200,53150,65100,104150,130150,156150,55100,68000,108800,135950,163100,57050,70900,113400,141700,170000,59050,73800,118050,147500,176950,61000,76650,122700,153300,183900,62950,79550,127300,159050,190850,64950,82450,131950,164850,197800
Amador County,2018,15500,25800,41250,51500,61800,17700,29450,47150,58900,70650,20780,33150,53050,66250,79450,25100,36800,58900,73600,88300,29420,39750,63650,79500,95350,33740,42700,68350,85400,102450,38060,45650,73050,91250,109500,42380,48600,77750,97150,116550,44400,51550,82450,103050,123600,46400,54500,87150,108950,130700,48400,57450,91900,114800,137750,50400,60400,96600,120700,144800,52400,63300,101300,126600,151850,54450,66250,106000,132500,158950,56450,69200,110750,138350,166000,58450,72150,115450,144250,173050,60450,75100,120150,150150,180150,62450,78050,124850,156050,187200,64450,81000,129600,161900,194250,66500,83950,134300,167800,201300
Amador County,2019,15500,25800,41250,51500,61800,17700,29450,47150,58900,70650,21330,33150,53050,66250,79450,25750,36800,58900,73600,88300,30170,39750,63650,79500,95350,34590,42700,68350,85400,102450,39010,45650,73050,91250,109500,43430,48600,77750,97150,116550,45500,51550,82450,103050,123600,47550,54500,87150,108950,130700,49600,57450,91900,114800,137750,51650,60400,96600,120700,144800,53750,63300,101300,126600,151850,55800,66250,106000,132500,158950,57850,69200,110750,138350,166000,59900,72150,115450,144250,173050,61950,75100,120150,150150,180150,64050,78050,124850,156050,187200,66100,81000,129600,161900,194250,68150,83950,134300,167800,201300
Amador County,2020,16550,27550,44100,55100,66100,18900,31500,50400,62950,75550,21720,35450,56700,70850,85000,26200,39350,62950,78700,94450,30680,42500,68000,85000,102000,35160,45650,73050,91300,109550,39640,48800,78100,97600,117100,44120,51950,83100,103900,124650,46200,55100,88150,110200,132200,48300,58250,93150,116500,139750,50400,61400,98200,122800,147300,52500,64550,103250,129100,154850,54600,67700,108300,135400,162450,56700,70850,113300,141700,170000,58800,74000,118350,147950,177550,60900,77150,123400,154250,185100,63000,80300,128400,160550,192650,65100,83450,133450,166850,200200,67200,86600,138500,173150,207750,69250,89750,143550,179450,215300
Butte County,2010,11850,19750,31550,39400,47300,13550,22550,36050,45050,54050,15250,25350,40550,50650,60800,16900,28150,45050,56300,67550,18300,30450,48700,60800,72950,19650,32700,52300,65300,78350,21000,34950,55900,69800,83750,22350,37200,59500,74300,89150,23700,39450,63100,78800,94550,25050,41700,66700,83300,99950,26400,43950,70300,87800,105350,27750,46200,73900,92300,110750,29100,48450,77500,96800,116150,30450,50700,81100,101300,121550,31800,52950,84750,105850,127000,33150,55200,88350,110350,132400,34500,57450,91950,114850,137800,35850,59700,95550,119350,143200,37200,61950,99150,123850,148600,38550,64200,102750,128350,154000
Butte County,2011,12150,20300,32450,40550,48650,13900,23200,37050,46300,55600,15650,26100,41700,52100,62550,17350,28950,46300,57900,69500,18750,31300,50050,62550,75050,20150,33600,53750,67150,80600,21550,35900,57450,71800,86200,22950,38250,61150,76450,91750,24350,40550,64850,81100,97300,25750,42900,68550,85700,102850,27100,45200,72250,90350,108450,28500,47500,75950,95000,114000,29900,49850,79650,99600,119550,31300,52150,83350,104250,125100,32650,54450,87100,108850,130650,34050,56800,90800,113500,136250,35450,59100,94500,118150,141800,36850,61400,98200,122750,147350,38200,63750,101900,127400,152900,39600,66050,105600,132050,158450
Butte County,2012,12350,20550,32900,41100,49300,14100,23500,37600,46950,56350,15850,26450,42300,52850,63400,17600,29350,46950,58700,70450,19050,31700,50750,63400,76100,20450,34050,54500,68100,81700,21850,36400,58250,72800,87350,23250,38750,62000,77500,93000,24650,41100,65750,82200,98650,26050,43450,69500,86900,104250,27450,45800,73250,91600,109900,28900,48150,77000,96300,115550,30300,50500,80800,101000,121200,31700,52850,84550,105700,126800,33100,55200,88300,110350,132450,34500,57550,92050,115050,138100,35900,59900,95800,119750,143700,37350,62250,99550,124450,149350,38750,64600,103300,129150,155000,40150,66950,107050,133850,160650
Butte County,2013,12350,20550,32900,41100,49300,14100,23500,37600,46950,56350,15850,26450,42300,52850,63400,17600,29350,46950,58700,70450,19050,31700,50750,63400,76100,20450,34050,54500,68100,81700,21850,36400,58250,72800,87350,23250,38750,62000,77500,93000,24650,41100,65750,82200,98650,26050,43450,69500,86900,104250,27450,45800,73250,91600,109900,28900,48150,77000,96300,115550,30300,50500,80800,101000,121200,31700,52850,84550,105700,126800,33100,55200,88300,110350,132450,34500,57550,92050,115050,138100,35900,59900,95800,119750,143700,37350,62250,99550,124450,149350,38750,64600,103300,129150,155000,40150,66950,107050,133850,160650
Butte County,2014,12350,20550,32900,41100,49300,14100,23500,37600,46950,56350,15850,26450,42300,52850,63400,17600,29350,46950,58700,70450,19050,31700,50750,63400,76100,20450,34050,54500,68100,81700,21850,36400,58250,72800,87350,23250,38750,62000,77500,93000,24650,41100,65750,82200,98650,26050,43450,69500,86900,104250,27450,45800,73250,91600,109900,28900,48150,77000,96300,115550,30300,50500,80800,101000,121200,31700,52850,84550,105700,126800,33100,55200,88300,110350,132450,34500,57550,92050,115050,138100,35900,59900,95800,119750,143700,37350,62250,99550,124450,149350,38750,64600,103300,129150,155000,40150,66950,107050,133850,160650
Butte County,2015,12350,20550,32900,41100,49300,15930,23500,37600,46950,56350,20090,26450,42300,52850,63400,24250,29350,46950,58700,70450,28410,31700,50750,63400,76100,32570,34050,54500,68100,81700,35300,36400,58250,72800,87350,37600,38750,62000,77500,93000,39550,41100,65750,82200,98650,41500,43450,69500,86900,104250,43400,45800,73250,91600,109900,45350,48150,77000,96300,115550,47300,50500,80800,101000,121200,49250,52850,84550,105700,126800,51200,55200,88300,110350,132450,53100,57550,92050,115050,138100,55050,59900,95800,119750,143700,57000,62250,99550,124450,149350,58950,64600,103300,129150,155000,60900,66950,107050,133850,160650
